,__name__,avg_cpu_frequency,block_devices_used,command,container,bytes_read,bytes_writes,cache_miss,cgroupfs_cpu_usage_us,cgroupfs_memory_usage_bytes,cgroupfs_system_cpu_usage_us,cgroupfs_user_cpu_usage_us,container_cpu_usage_seconds_total,container_memory_working_set_bytes,cpu_cycles,cpu_instr,cpu_time,endpoint,instance,job,namespace,pod,pod_name,pod_namespace,service,total_bytes_read,total_bytes_writes,total_cache_miss,total_cgroupfs_cpu_usage_us,total_cgroupfs_memory_usage_bytes,total_cgroupfs_system_cpu_usage_us,total_cgroupfs_user_cpu_usage_us,total_container_cpu_usage_seconds_total,total_container_memory_working_set_bytes,total_cpu_cycles,total_cpu_instr,total_cpu_time,timestamp,pod_energy_stat
20,pod_energy_stat,2489328.027778,0,coremark-2,kepler-exporter,0,0,44117613,59530906,0,1974,59530906,0,0,168544542554,411826859548,18737,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,coremark-cpeh-3118308747-l9pj8,default,kepler-exporter,0,0,217622375,366128330,1060864,20790,366128330,0,0,1028799726203,2524878182093,115369,1666165135,152936
21,pod_energy_stat,2489328.027778,0,coremark-2,kepler-exporter,0,0,45654967,71689736,0,998,71689736,0,0,200987139973,491476985955,22273,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,coremark-cpeh-3118308747-l9pj8,default,kepler-exporter,0,0,71045866,162992982,1277952,17817,162992982,0,0,458683729742,1132373727770,52458,1666165126,153730
22,pod_energy_stat,2489328.027778,0,coremark-2,kepler-exporter,0,0,45887847,0,0,0,0,2,462848,172185272535,407329420957,209214,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,system_processes,system,kepler-exporter,0,0,3952413055508,0,0,0,0,957040,1682313216,3836030284898865,2140504181012461,97426551582,1666165111,156791
23,pod_energy_stat,2489328.027778,0,coremark-2,kepler-exporter,0,0,47374098,0,0,0,0,0,0,170251582639,406505759764,207185,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,system_processes,system,kepler-exporter,0,0,3952321094530,0,0,0,0,957038,1681850368,3835687988267497,2139689695000244,97426140714,1666165105,162073
24,pod_energy_stat,2489328.027778,0,coremark-2,kepler-exporter,0,0,50956051,72132117,0,999,72132117,0,0,201205044270,492082654066,22184,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,coremark-cpeh-3118308747-l9pj8,default,kepler-exporter,0,0,122001917,235125099,1220608,18816,235125099,0,0,659888774012,1624456381836,74642,1666165129,164445
25,pod_energy_stat,2489328.027778,0,coremark-2,kepler-exporter,0,0,51502845,71472325,0,0,71472325,0,0,200366409637,488594940709,21990,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,coremark-cpeh-3118308747-l9pj8,default,kepler-exporter,0,0,173504762,306597424,1220608,18816,306597424,0,0,860255183649,2113051322545,96632,1666165132,163691
26,pod_energy_stat,2489328.027778,0,cpe-parser,kepler-exporter,0,0,39221,0,0,0,0,0,0,17249834,6715912,701,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,cpe-operator-cpe-parser-67b4ddb7bb-54d85,cpe-operator-system,kepler-exporter,0,0,39221,123253347,38834176,23623108,123253347,0,0,17249834,6715912,701,1666165087,5568
27,pod_energy_stat,2489328.027778,0,cpe-parser,kepler-exporter,0,0,77312,0,0,0,0,0,0,91392557,33523361,348,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,cpe-operator-cpe-parser-67b4ddb7bb-54d85,cpe-operator-system,kepler-exporter,0,0,77312,123293355,38440960,23635029,123293355,0,0,91392557,33523361,348,1666165114,7506
28,pod_energy_stat,2489328.027778,0,cpe-parser,kepler-exporter,0,0,971,0,0,0,0,0,0,1101039,678081,4,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,cpe-operator-cpe-parser-67b4ddb7bb-54d85,cpe-operator-system,kepler-exporter,0,0,971,123246962,38723584,23621015,123246962,0,0,1101039,678081,4,1666165078,12881
29,pod_energy_stat,2489328.027778,0,crio,kepler-exporter,0,0,3314299,0,0,0,0,0,0,3122684528,2725770141,184275,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,system_processes,system,kepler-exporter,0,0,3952443006042,0,0,0,0,957041,1683054592,3836081629572968,2140592921628642,97427318887,1666165126,26554
30,pod_energy_stat,2489328.027778,0,du,kepler-exporter,0,0,2742727,0,0,0,0,0,0,12573604716,27723921998,118899,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,system_processes,system,kepler-exporter,0,0,3952082422406,0,0,0,0,957035,1682198528,3834889612072308,2137791607148995,97425153021,1666165090,106907
31,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,15045,3210,0,2811,3210,0,0,8593469,5889769,6,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29759726,17877328603,45961216,11306194166,17877328603,0,0,24344515485,11461309847,1199980,1666165132,18080
32,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,18176,5395,307200,4973,5395,0,0,16442665,11570539,1045,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29744681,17877325393,45961216,11306191355,17877325393,0,0,24335922016,11455420078,1199974,1666165129,18262
33,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,20916,3234,8192,1093,3234,0,0,10148545,6053378,1,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29493891,17877272557,45969408,11306151177,17877272557,0,0,24175843845,11356253438,1190566,1666165102,17685
34,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,21260,9055,307200,6094,9055,0,0,19728573,10775887,829,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29674265,17877310857,46268416,11306179615,17877310857,0,0,24290968961,11426022075,1198308,1666165120,10301
35,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,21498,5364,73728,4632,5364,0,0,16949814,10986281,1163,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29323502,17877239992,45969408,11306131216,17877239992,0,0,24074771113,11296660140,1190337,1666165084,12113
36,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,21772,3127,307200,2078,3127,0,0,9971539,6363357,1,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29726505,17877319998,45965312,11306186382,17877319998,0,0,24319479351,11443849539,1198929,1666165126,16665
37,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,22566,3287,155648,2181,3287,0,0,10959024,6729728,3,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29448255,17877263852,45965312,11306146123,17877263852,0,0,24146453676,11338119344,1190364,1666165096,15623
38,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,22889,4134,90112,4134,4134,0,0,12937856,7371508,4111,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29653005,17877301802,45961216,11306173521,17877301802,0,0,24271240388,11415246188,1197479,1666165117,7877
39,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,24720,5471,155648,3961,5471,0,0,19241624,12080716,201,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29472975,17877269323,45961216,11306150084,17877269323,0,0,24165695300,11350200060,1190565,1666165099,14926
40,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,25350,5785,143360,4553,5785,0,0,16711930,10394948,2198,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29293369,17877231359,45961216,11306123315,17877231359,0,0,24051387559,11281512242,1189170,1666165078,12955
41,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,26442,5691,155648,3828,5691,0,0,15847935,9477746,5,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29425689,17877260565,45981696,11306143942,17877260565,0,0,24135494652,11331389616,1190361,1666165093,12934
42,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,28694,3809,266240,1847,3809,0,0,13753254,6593414,5,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29605574,17877291474,45965312,11306164583,17877291474,0,0,24240710105,11397129461,1193359,1666165111,16522
43,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,34092,4735,73728,1490,4735,0,0,16545659,7674733,6,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29357594,17877244727,45961216,11306132706,17877244727,0,0,24091316772,11304334873,1190343,1666165087,5527
44,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,45968,8817,143360,7239,8817,0,0,27713831,15486625,4702,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29268019,17877225574,46108672,11306118762,17877225574,0,0,24034675629,11271117294,1186972,1666165075,15165
45,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,54117,9313,237568,5825,9313,0,0,21843522,13167780,1252,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29813843,17877337916,46198784,11306199991,17877337916,0,0,24366359007,11474477627,1201232,1666165135,16581
46,pod_energy_stat,2489328.027778,0,flanneld,kepler-exporter,0,0,8635,3269,73728,3269,3269,0,0,6433740,4161617,4,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kube-flannel-ds-bks5r,kube-system,kepler-exporter,0,0,29302004,17877234628,46034944,11306126584,17877234628,0,0,24057821299,11285673859,1189174,1666165081,12995
47,pod_energy_stat,2489328.027778,0,gdbus,kepler-exporter,0,0,53595598,0,0,0,0,2,0,169487209471,403151466447,200721,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,system_processes,system,kepler-exporter,0,0,3952273720432,0,0,0,0,957038,1681850368,3835517736684858,2139283189240480,97425933529,1666165102,170280
48,pod_energy_stat,2489328.027778,0,gdbus,kepler-exporter,0,0,57114711,0,0,0,0,0,0,170831620480,404611151976,206499,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,system_processes,system,kepler-exporter,0,0,3952155653477,0,0,0,0,957036,1682563072,3835177504561248,2138479999268989,97425534012,1666165096,158894
49,pod_energy_stat,2489328.027778,0,gdbus,kepler-exporter,0,0,64471357,0,0,0,0,0,0,170744914139,400038505044,198796,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,system_processes,system,kepler-exporter,0,0,3952220124834,0,0,0,0,957036,1682563072,3835348249475387,2138880037774033,97425732808,1666165099,140591
50,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,2708,1224,0,629,1224,0,0,4251326,1474942,5008,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023461807,5273110523,24723456,2708072048,5273110523,0,0,4990576707231,934784929116,1440062518,1666165123,16563
51,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,3501,1062,4096,545,1062,0,0,3835831,1304712,3411,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023476113,5273113703,24727552,2708073681,5273113703,0,0,4990592653556,934790459918,1440068950,1666165132,18047
52,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,3553,583,0,299,583,0,0,5841533,1541852,2499,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023417326,5273101337,24723456,2708068337,5273101337,0,0,4990532728365,934771107428,1440040515,1666165102,17636
53,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,4069,1760,0,853,1760,0,0,5303986,1685043,536,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023394844,5273097077,24723456,2708065235,5273097077,0,0,4990509341276,934764107322,1440031554,1666165090,7439
54,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,4208,741,0,381,741,0,0,4821346,1514082,2500,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023466015,5273111264,24723456,2708072429,5273111264,0,0,4990581528577,934786443198,1440065018,1666165126,16612
55,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,4245,1815,0,932,1815,0,0,5888529,1819656,2509,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023459099,5273109299,24723456,2708071419,5273109299,0,0,4990572455905,934783454174,1440057510,1666165120,9929
56,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,5036,1001,0,772,1001,0,0,3177878,1498951,999,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023406773,5273099427,24723456,2708067356,5273099427,0,0,4990521916182,934767542436,1440035052,1666165096,15579
57,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,5593,761,0,434,761,0,0,6497448,1634807,2998,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023438527,5273104399,24723456,2708069864,5273104399,0,0,4990552037599,934777862617,1440045995,1666165111,16452
58,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,6597,1377,0,707,1377,0,0,7289148,2712008,521,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023472612,5273112641,24723456,2708073136,5273112641,0,0,4990588817725,934789155206,1440065539,1666165129,18228
59,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,6631,1136,0,1136,1136,0,0,8731438,2865055,2492,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023381805,5273093323,24723456,2708062538,5273093323,0,0,4990495691656,934760698410,1440027021,1666165084,12062
60,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,6770,821,0,0,821,0,0,15453044,6077207,0,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023375174,5273092187,24723456,2708061402,5273092187,0,0,4990486960218,934757833355,1440024529,1666165081,12990
61,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,6846,1158,0,0,1158,0,0,7763664,2155175,2996,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023368404,5273091366,24723456,2708061402,5273091366,0,0,4990471507174,934751756148,1440024529,1666165078,12899
62,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,6893,1349,0,1349,1349,0,0,9397028,1936163,2499,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023401737,5273098426,24723456,2708066584,5273098426,0,0,4990518738304,934766043485,1440034053,1666165093,12778
63,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,7000,1327,0,682,1327,0,0,4970650,2023140,2964,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023413773,5273100754,24723456,2708068038,5273100754,0,0,4990526886832,934769565576,1440038016,1666165099,14891
64,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,7358,1825,0,0,1825,0,0,6811966,1836379,4009,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023445885,5273106224,24723456,2708069864,5273106224,0,0,4990558849565,934779698996,1440050004,1666165114,6856
65,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,7470,1093,0,1093,1093,0,0,7447554,2856852,1501,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023432934,5273103638,24723456,2708069430,5273103638,0,0,4990545540151,934776227810,1440042997,1666165108,16146
66,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,7593,1142,0,536,1142,0,0,5959605,2093416,1039,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023483706,5273114845,24727552,2708074217,5273114845,0,0,4990598613161,934792553334,1440069989,1666165135,16437
67,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,8138,1208,0,0,1208,0,0,5364232,2263530,981,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023425464,5273102545,24723456,2708068337,5273102545,0,0,4990538092597,934773370958,1440041496,1666165105,16883
68,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,8969,1260,0,623,1260,0,0,7717811,1935522,4997,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023454854,5273107484,24723456,2708070487,5273107484,0,0,4990566567376,934781634518,1440055001,1666165117,7728
69,pod_energy_stat,2489328.027778,0,hostpath-p,kepler-exporter,0,0,8970,1994,0,1844,1994,0,0,8345634,1723869,3997,http,node1,kepler-exporter,monitoring,kepler-exporter-9qlzt,kubevirt-hostpath-provisioner-hhsml,kubevirt-hostpath-provisioner,kepler-exporter,0,0,4023390775,5273095317,24723456,2708064382,5273095317,0,0,4990504037290,934762422279,1440031018,1666165087,5325
