,__name__,container,cpu_architecture,endpoint,instance,job,namespace,block_devices_used,bytes_read,bytes_writes,cache_miss,cgroupfs_cpu_usage_us,cgroupfs_memory_usage_bytes,cgroupfs_system_cpu_usage_us,cgroupfs_user_cpu_usage_us,container_cpu_usage_seconds_total,container_memory_working_set_bytes,cpu_cycles,cpu_instr,cpu_time,energy_in_core_joule,energy_in_dram_joule,energy_in_gpu_joule,energy_in_other_joule,energy_in_pkg_joule,energy_in_uncore_joule,name,pod,service,timestamp,node_energy_stat
96,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,24576,43710979,48343535,12574720,159521,48343535,0,0,139728891467,333809007022,254345,301.365000,158.419000,0.000000,0.000000,459.784000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164844,0
97,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,24576,55348712,71916272,6107136,43142,71916272,0,0,206069925370,475854765393,270953,378.205000,158.990000,0.000000,0.000000,537.195000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165348,0
98,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,24576,9416315,1280980,2576384,150144,1280980,1,0,17220601478,32218609787,220209,158.461000,138.122000,0.000000,0.000000,296.583000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165141,0
99,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,24576,94199379,5771410,3076096,1486631,5771410,0,0,256249225807,577412184804,246093,468.157000,166.362000,0.000000,0.000000,634.519000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165384,0
100,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,2580480,13892555,623427,10371072,250855,623427,0,0,12224197629,8145009195,196633,129.947000,134.337000,0.000000,0.000000,264.284000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164649,0
101,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,2678784,15241086,918251,4423680,399290,918251,0,0,15971558230,14639699060,187865,157.053000,140.742000,0.000000,0.000000,297.795000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164469,0
102,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,274432,30704710,2891270,3850240,278035,2891270,0,0,25532068066,29125155062,201878,160.674000,151.236000,0.000000,0.000000,311.910000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165264,0
103,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,28672,119185391,1783605,4255744,169443,1783605,0,0,208836949688,478551019053,277940,382.074000,162.509000,0.000000,0.000000,544.583000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164664,0
104,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,28672,17544454,274985,2613248,59846,274985,1,118784,43648969391,98273947128,237520,193.533000,156.239000,0.000000,0.000000,349.772000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164772,0
105,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,28672,21349480,2324169,8097792,243435,2324169,0,0,20242897222,29585541112,182816,152.160000,139.062000,0.000000,0.000000,291.222000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164304,0
106,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,28672,31497603,2433408,4190208,310854,2433408,0,0,83724802120,185232657868,319893,240.272000,157.315000,0.000000,0.000000,397.587000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165024,0
107,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,28672,47896179,1265560,2269184,118348,1265560,1,0,110351142097,256942962825,252116,270.914000,158.002000,0.000000,0.000000,428.916000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165051,0
108,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,28672,55814344,71792991,2945024,52305,71792991,1,0,203679962470,490751819341,275864,378.770000,157.847000,0.000000,0.000000,536.617000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165132,0
109,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,28672,65189520,3828890,2965504,1296909,3828890,0,0,183604723778,415465634006,239088,365.325000,159.290000,0.000000,0.000000,524.615000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165330,0
110,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,28672,71362599,4363985,9089024,1282736,4363985,1,331776,185242067085,417090220724,227504,363.417000,157.527000,0.000000,0.000000,520.944000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666165321,0
111,node_energy_stat,kepler-exporter,Broadwell,http,node1,kepler-exporter,monitoring,14,0,28672,82644764,1198308,2506752,118827,1198308,1,536576,207606101588,490516396054,278627,384.610000,161.331000,0.000000,0.000000,545.941000,0.000000,node1,kepler-exporter-9qlzt,kepler-exporter,1666164421,0
